[dotenv@17.2.3] injecting env (10) from .env -- tip: 🔐 prevent building .env in docker: https://dotenvx.com/prebuild
🔌 Frontend WebSocket server running on ws://localhost:5000
🚀 Marome Backend running on port 5000
📊 Correlation Matrix API: http://localhost:5000/api/correlation-matrix?period=30
🧪 EODHD Test: http://localhost:5000/api/test-eodhd-gold
💬 Marome Chat AI: http://localhost:5000/api/chat
📡 Initializing EODHD WebSockets...
📡 Connecting to EODHD WebSocket...
📡 Connecting to EODHD Forex WebSocket...
📡 Connecting to EODHD Crypto WebSocket...
✅ EODHD Forex WebSocket connected
💱 Subscribed to: 8 forex pairs + 3 metals
✅ EODHD WebSocket connected
📊 Subscribed to: 3 indices + 12 major US stocks
✅ Crypto WebSocket connected
💱 FOREX USDCHF: 0.7636 (-0.34%)
₿ CRYPTO ADA-USD: 0.26311473 (-2.44%)
₿ CRYPTO SOL-USD: 83.8304 (-3.31%)
₿ CRYPTO BNB-USD: 616.6379 (-3.04%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO DOGE-USD: 0.09252099 (-3.65%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX USDZAR: 15.9459 (+0.32%)
₿ CRYPTO BTC-USD: 68333.6013 (-2.55%)
₿ CRYPTO SOL-USD: 83.8289 (-3.31%)
₿ CRYPTO BNB-USD: 616.6952 (-3.03%)
₿ CRYPTO XRP-USD: 1.4037 (-2.26%)
₿ CRYPTO ADA-USD: 0.26311986 (-2.44%)
₿ CRYPTO ETH-USD: 2008.414 (-4.52%)
₿ CRYPTO DOGE-USD: 0.09252174 (-3.64%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO SOL-USD: 83.8307 (-3.31%)
₿ CRYPTO LTC-USD: 53.2535 (-2.10%)
₿ CRYPTO BNB-USD: 616.7238 (-3.02%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO ADA-USD: 0.26338298 (-2.35%)
₿ CRYPTO ETH-USD: 2008.3745 (-4.53%)
₿ CRYPTO DOGE-USD: 0.09252087 (-3.65%)
₿ CRYPTO BTC-USD: 68336.013 (-2.55%)
₿ CRYPTO AVAX-USD: 8.7671 (-3.10%)
₿ CRYPTO SOL-USD: 83.8316 (-3.31%)
₿ CRYPTO LTC-USD: 53.3068 (-2.00%)
₿ CRYPTO BNB-USD: 616.7382 (-3.02%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO BTC-USD: 68337.4689 (-2.54%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO SOL-USD: 83.8341 (-3.31%)
₿ CRYPTO LTC-USD: 53.2784 (-2.06%)
₿ CRYPTO BNB-USD: 616.7453 (-3.02%)
₿ CRYPTO ETH-USD: 2008.4235 (-4.52%)
₿ CRYPTO ADA-USD: 0.263254 (-2.39%)
₿ CRYPTO DOGE-USD: 0.09252169 (-3.64%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
💱 FOREX GBPZAR: 21.8092 (+0.21%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX USDJPY: 154.3965 (-1.11%)
💱 FOREX EURZAR: 18.9936 (+0.50%)
₿ CRYPTO ETH-USD: 2008.4868 (-4.52%)
₿ CRYPTO BTC-USD: 68339.5177 (-2.54%)
₿ CRYPTO SOL-USD: 83.8333 (-3.31%)
₿ CRYPTO BNB-USD: 616.7489 (-3.02%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO DOGE-USD: 0.09252834 (-3.64%)
₿ CRYPTO AVAX-USD: 8.7671 (-3.10%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
₿ CRYPTO BTC-USD: 68337.7089 (-2.54%)
₿ CRYPTO LTC-USD: 53.2667 (-2.08%)
₿ CRYPTO AVAX-USD: 8.7671 (-3.10%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
₿ CRYPTO BTC-USD: 68341.0585 (-2.54%)
₿ CRYPTO XRP-USD: 1.4032 (-2.29%)
₿ CRYPTO ETH-USD: 2008.6051 (-4.51%)
₿ CRYPTO SOL-USD: 83.8267 (-3.32%)
₿ CRYPTO LTC-USD: 53.2635 (-2.08%)
₿ CRYPTO BNB-USD: 616.7185 (-3.02%)
₿ CRYPTO ADA-USD: 0.26317709 (-2.42%)
₿ CRYPTO DOGE-USD: 0.09252542 (-3.64%)
₿ CRYPTO ETH-USD: 2008.5763 (-4.52%)
₿ CRYPTO SOL-USD: 83.8233 (-3.32%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO BNB-USD: 616.6367 (-3.04%)
₿ CRYPTO AVAX-USD: 8.7671 (-3.10%)
₿ CRYPTO DOGE-USD: 0.09252271 (-3.64%)
₿ CRYPTO BTC-USD: 68338.4794 (-2.54%)
₿ CRYPTO LTC-USD: 53.2618 (-2.09%)
₿ CRYPTO SOL-USD: 83.8279 (-3.31%)
₿ CRYPTO BNB-USD: 616.6821 (-3.03%)
₿ CRYPTO ETH-USD: 2008.7044 (-4.51%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
🥇 COMMODITY XAGUSD: 81.95 (+0.14%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
₿ CRYPTO ADA-USD: 0.26315105 (-2.43%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO DOGE-USD: 0.09253135 (-3.63%)
₿ CRYPTO BTC-USD: 68339.3521 (-2.54%)
₿ CRYPTO LTC-USD: 53.2596 (-2.09%)
₿ CRYPTO SOL-USD: 83.8331 (-3.31%)
₿ CRYPTO ETH-USD: 2008.7047 (-4.51%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO BNB-USD: 616.7173 (-3.02%)
🥇 COMMODITY XPTUSD: 2101.39 (-0.29%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO ADA-USD: 0.26312553 (-2.44%)
₿ CRYPTO BTC-USD: 68337.9136 (-2.54%)
₿ CRYPTO LTC-USD: 53.2586 (-2.09%)
₿ CRYPTO DOGE-USD: 0.09252943 (-3.64%)
₿ CRYPTO ETH-USD: 2008.7123 (-4.51%)
₿ CRYPTO BNB-USD: 616.7349 (-3.02%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO AVAX-USD: 8.7671 (-3.10%)
₿ CRYPTO BTC-USD: 68337.0985 (-2.54%)
₿ CRYPTO SOL-USD: 83.8353 (-3.31%)
₿ CRYPTO LTC-USD: 53.2543 (-2.10%)
₿ CRYPTO BNB-USD: 616.645 (-3.04%)
🥇 COMMODITY XAUUSD: 5036.78 (+0.09%)
💱 FOREX EURUSD: 1.1912 (+0.07%)
💱 FOREX USDZAR: 15.9453 (+0.32%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
₿ CRYPTO ETH-USD: 2008.7137 (-4.51%)
₿ CRYPTO DOGE-USD: 0.09252638 (-3.64%)
₿ CRYPTO XRP-USD: 1.4033 (-2.29%)
₿ CRYPTO ADA-USD: 0.26311276 (-2.45%)
💱 FOREX USDJPY: 154.3895 (-1.12%)
💱 FOREX GBPZAR: 21.8094 (+0.21%)
💱 FOREX EURZAR: 18.9937 (+0.50%)
₿ CRYPTO SOL-USD: 83.8364 (-3.30%)
₿ CRYPTO BTC-USD: 68337.0743 (-2.54%)
₿ CRYPTO ADA-USD: 0.26337588 (-2.35%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO BNB-USD: 616.6 (-3.04%)
₿ CRYPTO ETH-USD: 2008.6743 (-4.51%)
₿ CRYPTO XRP-USD: 1.4031 (-2.30%)
₿ CRYPTO DOGE-USD: 0.09253319 (-3.63%)
₿ CRYPTO LTC-USD: 53.3075 (-2.00%)
₿ CRYPTO BTC-USD: 68336.7746 (-2.54%)
₿ CRYPTO SOL-USD: 83.837 (-3.30%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO ETH-USD: 2008.6684 (-4.51%)
₿ CRYPTO SOL-USD: 83.8351 (-3.31%)
₿ CRYPTO XRP-USD: 1.4032 (-2.29%)
₿ CRYPTO ADA-USD: 0.26323795 (-2.40%)
₿ CRYPTO DOGE-USD: 0.09253659 (-3.63%)
₿ CRYPTO LTC-USD: 53.2863 (-2.04%)
₿ CRYPTO BNB-USD: 616.6512 (-3.04%)
₿ CRYPTO BTC-USD: 68336.6248 (-2.54%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO ETH-USD: 2008.6492 (-4.51%)
₿ CRYPTO BTC-USD: 68337.9207 (-2.54%)
₿ CRYPTO XRP-USD: 1.4032 (-2.29%)
₿ CRYPTO DOGE-USD: 0.09253746 (-3.63%)
₿ CRYPTO ADA-USD: 0.26315648 (-2.43%)
₿ CRYPTO BNB-USD: 616.6769 (-3.03%)
₿ CRYPTO LTC-USD: 53.2756 (-2.06%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO ETH-USD: 2008.6909 (-4.51%)
₿ CRYPTO SOL-USD: 83.8363 (-3.30%)
₿ CRYPTO XRP-USD: 1.4032 (-2.29%)
₿ CRYPTO ADA-USD: 0.26313255 (-2.44%)
₿ CRYPTO DOGE-USD: 0.09253248 (-3.63%)
₿ CRYPTO ETH-USD: 2008.7788 (-4.51%)
₿ CRYPTO BNB-USD: 616.6897 (-3.03%)
₿ CRYPTO LTC-USD: 53.2678 (-2.08%)
₿ CRYPTO BTC-USD: 68340.1352 (-2.54%)
₿ CRYPTO SOL-USD: 83.8359 (-3.31%)
💱 FOREX GBPZAR: 21.8092 (+0.21%)
💱 FOREX USDCHF: 0.7636 (-0.34%)
💱 FOREX USDJPY: 154.3945 (-1.11%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
₿ CRYPTO AVAX-USD: 8.767 (-3.11%)
₿ CRYPTO DOGE-USD: 0.09253249 (-3.63%)
₿ CRYPTO ADA-USD: 0.26312461 (-2.44%)
₿ CRYPTO XRP-USD: 1.4035 (-2.27%)
₿ CRYPTO BNB-USD: 616.7211 (-3.02%)
₿ CRYPTO BTC-USD: 68340.0301 (-2.54%)
₿ CRYPTO SOL-USD: 83.8205 (-3.32%)
🥇 COMMODITY XAGUSD: 81.95 (+0.14%)
₿ CRYPTO BNB-USD: 616.7614 (-3.02%)
₿ CRYPTO AVAX-USD: 8.7667 (-3.11%)
₿ CRYPTO LTC-USD: 53.2639 (-2.08%)
₿ CRYPTO ETH-USD: 2008.7494 (-4.51%)
₿ CRYPTO ADA-USD: 0.2631123 (-2.45%)
₿ CRYPTO BTC-USD: 68339.9776 (-2.54%)
₿ CRYPTO SOL-USD: 83.829 (-3.31%)
₿ CRYPTO LTC-USD: 53.262 (-2.09%)
₿ CRYPTO ETH-USD: 2008.7622 (-4.51%)
₿ CRYPTO DOGE-USD: 0.09253625 (-3.63%)
₿ CRYPTO XRP-USD: 1.4034 (-2.28%)
₿ CRYPTO ADA-USD: 0.26311865 (-2.44%)
₿ CRYPTO BTC-USD: 68339.9513 (-2.54%)
₿ CRYPTO AVAX-USD: 8.7664 (-3.11%)
₿ CRYPTO BNB-USD: 616.7799 (-3.02%)
₿ CRYPTO LTC-USD: 53.261 (-2.09%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
🥇 COMMODITY XAUUSD: 5036.79 (+0.09%)
💱 FOREX USDCHF: 0.7636 (-0.35%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX USDZAR: 15.9456 (+0.32%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
₿ CRYPTO SOL-USD: 83.8295 (-3.31%)
₿ CRYPTO ETH-USD: 2008.5099 (-4.52%)
₿ CRYPTO SOL-USD: 83.8164 (-3.33%)
₿ CRYPTO DOGE-USD: 0.09252937 (-3.64%)
₿ CRYPTO XRP-USD: 1.4027 (-2.33%)
₿ CRYPTO ADA-USD: 0.26309683 (-2.45%)
₿ CRYPTO BTC-USD: 68340.1381 (-2.54%)
₿ CRYPTO AVAX-USD: 8.7663 (-3.11%)
₿ CRYPTO BNB-USD: 616.6674 (-3.03%)
₿ CRYPTO LTC-USD: 53.2592 (-2.09%)
₿ CRYPTO ETH-USD: 2008.4058 (-4.52%)
₿ CRYPTO XRP-USD: 1.4023 (-2.35%)
₿ CRYPTO DOGE-USD: 0.09252594 (-3.64%)
₿ CRYPTO ADA-USD: 0.26308591 (-2.46%)
₿ CRYPTO BTC-USD: 68340.2316 (-2.54%)
₿ CRYPTO BNB-USD: 616.7095 (-3.03%)
₿ CRYPTO SOL-USD: 83.822 (-3.32%)
₿ CRYPTO AVAX-USD: 8.7662 (-3.11%)
₿ CRYPTO ADA-USD: 0.263349 (-2.36%)
₿ CRYPTO XRP-USD: 1.4021 (-2.37%)
₿ CRYPTO DOGE-USD: 0.09252422 (-3.64%)
₿ CRYPTO ETH-USD: 2008.3041 (-4.53%)
₿ CRYPTO BTC-USD: 68340.4158 (-2.54%)
₿ CRYPTO LTC-USD: 53.3125 (-1.99%)
₿ CRYPTO BNB-USD: 616.706 (-3.03%)
₿ CRYPTO XRP-USD: 1.4019 (-2.38%)
₿ CRYPTO SOL-USD: 83.831 (-3.31%)
₿ CRYPTO AVAX-USD: 8.7662 (-3.11%)
₿ CRYPTO DOGE-USD: 0.09252794 (-3.64%)
₿ CRYPTO ADA-USD: 0.26320784 (-2.41%)
₿ CRYPTO LTC-USD: 53.285 (-2.04%)
₿ CRYPTO BNB-USD: 616.6305 (-3.04%)
₿ CRYPTO ETH-USD: 2008.3621 (-4.53%)
₿ CRYPTO BTC-USD: 68340.3704 (-2.54%)
₿ CRYPTO SOL-USD: 83.828 (-3.31%)
₿ CRYPTO AVAX-USD: 8.7661 (-3.12%)
₿ CRYPTO LTC-USD: 53.2713 (-2.07%)
₿ CRYPTO ADA-USD: 0.26315392 (-2.43%)
₿ CRYPTO XRP-USD: 1.4019 (-2.38%)
₿ CRYPTO BTC-USD: 68347.5681 (-2.53%)
₿ CRYPTO ETH-USD: 2008.6044 (-4.51%)
₿ CRYPTO DOGE-USD: 0.09253397 (-3.63%)
💱 FOREX EURZAR: 18.9936 (+0.50%)
💱 FOREX GBPZAR: 21.8084 (+0.21%)
₿ CRYPTO SOL-USD: 83.8302 (-3.31%)
₿ CRYPTO AVAX-USD: 8.7661 (-3.12%)
₿ CRYPTO BNB-USD: 616.5928 (-3.04%)
₿ CRYPTO ADA-USD: 0.26313946 (-2.44%)
₿ CRYPTO XRP-USD: 1.4019 (-2.38%)
₿ CRYPTO BTC-USD: 68352.5663 (-2.52%)
₿ CRYPTO ETH-USD: 2008.6981 (-4.51%)
₿ CRYPTO SOL-USD: 83.8344 (-3.31%)
₿ CRYPTO LTC-USD: 53.269 (-2.07%)
₿ CRYPTO DOGE-USD: 0.09253574 (-3.63%)
₿ CRYPTO AVAX-USD: 8.7663 (-3.11%)
💱 FOREX EURZAR: 18.9930 (+0.50%)
₿ CRYPTO BNB-USD: 616.7564 (-3.02%)
₿ CRYPTO XRP-USD: 1.402 (-2.38%)
₿ CRYPTO ADA-USD: 0.26313223 (-2.44%)
₿ CRYPTO ETH-USD: 2008.8428 (-4.50%)
₿ CRYPTO LTC-USD: 53.2657 (-2.08%)
₿ CRYPTO DOGE-USD: 0.09253912 (-3.63%)
₿ CRYPTO AVAX-USD: 8.7671 (-3.10%)
₿ CRYPTO SOL-USD: 83.836 (-3.31%)
₿ CRYPTO BNB-USD: 616.8515 (-3.00%)
₿ CRYPTO BTC-USD: 68355.3205 (-2.52%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX GBPZAR: 21.8087 (+0.21%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX EURZAR: 18.9932 (+0.50%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
🥇 COMMODITY XPTUSD: 2101.47 (-0.28%)
₿ CRYPTO XRP-USD: 1.402 (-2.38%)
₿ CRYPTO ADA-USD: 0.26312445 (-2.44%)
₿ CRYPTO ETH-USD: 2008.9351 (-4.50%)
₿ CRYPTO LTC-USD: 53.262 (-2.09%)
₿ CRYPTO AVAX-USD: 8.768 (-3.09%)
₿ CRYPTO SOL-USD: 83.833 (-3.31%)
₿ CRYPTO BTC-USD: 68355.9602 (-2.52%)
₿ CRYPTO DOGE-USD: 0.09254081 (-3.62%)
₿ CRYPTO BNB-USD: 616.8983 (-3.00%)
₿ CRYPTO XRP-USD: 1.4021 (-2.37%)
₿ CRYPTO ETH-USD: 2008.9763 (-4.50%)
₿ CRYPTO LTC-USD: 53.2627 (-2.09%)
₿ CRYPTO BTC-USD: 68357.0176 (-2.52%)
₿ CRYPTO DOGE-USD: 0.09254165 (-3.62%)
🥇 COMMODITY XAGUSD: 81.95 (+0.14%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
💱 FOREX EURZAR: 18.9931 (+0.50%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
🥇 COMMODITY XAUUSD: 5036.79 (+0.09%)
💱 FOREX GBPZAR: 21.8083 (+0.21%)
💱 FOREX USDZAR: 15.9443 (+0.32%)
₿ CRYPTO SOL-USD: 83.8352 (-3.31%)
₿ CRYPTO AVAX-USD: 8.7684 (-3.09%)
₿ CRYPTO ADA-USD: 0.26312472 (-2.44%)
₿ CRYPTO BNB-USD: 616.9216 (-2.99%)
₿ CRYPTO XRP-USD: 1.4021 (-2.37%)
₿ CRYPTO ETH-USD: 2008.9944 (-4.50%)
₿ CRYPTO BTC-USD: 68357.7462 (-2.51%)
₿ CRYPTO ADA-USD: 0.26311236 (-2.45%)
₿ CRYPTO DOGE-USD: 0.09253958 (-3.63%)
₿ CRYPTO BNB-USD: 617.0211 (-2.98%)
₿ CRYPTO AVAX-USD: 8.7686 (-3.09%)
₿ CRYPTO SOL-USD: 83.8339 (-3.31%)
₿ CRYPTO XRP-USD: 1.402 (-2.38%)
₿ CRYPTO ETH-USD: 2008.931 (-4.50%)
₿ CRYPTO LTC-USD: 53.2613 (-2.09%)
₿ CRYPTO BTC-USD: 68353.8358 (-2.52%)
₿ CRYPTO ADA-USD: 0.26310618 (-2.45%)
₿ CRYPTO BNB-USD: 617.106 (-2.96%)
₿ CRYPTO DOGE-USD: 0.09253729 (-3.63%)
₿ CRYPTO AVAX-USD: 8.7684 (-3.09%)
₿ CRYPTO SOL-USD: 83.8332 (-3.31%)
₿ CRYPTO XRP-USD: 1.4019 (-2.38%)
₿ CRYPTO LTC-USD: 53.3146 (-1.99%)
₿ CRYPTO ADA-USD: 0.26336929 (-2.35%)
₿ CRYPTO ETH-USD: 2008.8347 (-4.50%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO BTC-USD: 68347.5808 (-2.53%)
₿ CRYPTO BNB-USD: 617.0633 (-2.97%)
₿ CRYPTO DOGE-USD: 0.09253489 (-3.63%)
₿ CRYPTO SOL-USD: 83.8228 (-3.32%)
₿ CRYPTO AVAX-USD: 8.7683 (-3.09%)
₿ CRYPTO ADA-USD: 0.26320966 (-2.41%)
₿ CRYPTO LTC-USD: 53.2861 (-2.04%)
₿ CRYPTO SOL-USD: 83.8139 (-3.33%)
₿ CRYPTO BTC-USD: 68338.7284 (-2.54%)
₿ CRYPTO BNB-USD: 617.0169 (-2.98%)
₿ CRYPTO DOGE-USD: 0.09252995 (-3.64%)
₿ CRYPTO AVAX-USD: 8.7677 (-3.10%)
₿ CRYPTO ETH-USD: 2008.6573 (-4.51%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO BTC-USD: 68331.8645 (-2.55%)
₿ CRYPTO LTC-USD: 53.2718 (-2.07%)
₿ CRYPTO ADA-USD: 0.26314233 (-2.43%)
₿ CRYPTO BNB-USD: 616.9134 (-2.99%)
₿ CRYPTO SOL-USD: 83.8107 (-3.33%)
₿ CRYPTO DOGE-USD: 0.09252622 (-3.64%)
₿ CRYPTO ETH-USD: 2008.5503 (-4.52%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO LTC-USD: 53.2609 (-2.09%)
₿ CRYPTO BTC-USD: 68328.8074 (-2.56%)
₿ CRYPTO ADA-USD: 0.26311703 (-2.44%)
₿ CRYPTO SOL-USD: 83.8139 (-3.33%)
₿ CRYPTO BNB-USD: 616.8862 (-3.00%)
₿ CRYPTO DOGE-USD: 0.09252436 (-3.64%)
₿ CRYPTO AVAX-USD: 8.7675 (-3.10%)
₿ CRYPTO XRP-USD: 1.4017 (-2.40%)
₿ CRYPTO ETH-USD: 2008.6043 (-4.51%)
₿ CRYPTO LTC-USD: 53.2554 (-2.10%)
₿ CRYPTO BTC-USD: 68326.1888 (-2.56%)
₿ CRYPTO BNB-USD: 616.8781 (-3.00%)
₿ CRYPTO ADA-USD: 0.26309602 (-2.45%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX USDJPY: 154.3897 (-1.12%)
💱 FOREX GBPZAR: 21.8079 (+0.21%)
💱 FOREX GBPUSD: 1.3678 (-0.04%)
💱 FOREX EURZAR: 18.9927 (+0.50%)
💱 FOREX GBPZAR: 21.8077 (+0.21%)
🥇 COMMODITY XAGUSD: 81.95 (+0.14%)
💱 FOREX USDCHF: 0.7635 (-0.35%)
💱 FOREX USDZAR: 15.9461 (+0.32%)
💱 FOREX USDJPY: 154.3862 (-1.12%)
💱 FOREX AUDUSD: 0.7078 (-0.20%)
₿ CRYPTO DOGE-USD: 0.09253218 (-3.63%)
₿ CRYPTO AVAX-USD: 8.7677 (-3.10%)
₿ CRYPTO LTC-USD: 53.2552 (-2.10%)
₿ CRYPTO BNB-USD: 616.8424 (-3.01%)
₿ CRYPTO SOL-USD: 83.812 (-3.33%)
₿ CRYPTO ADA-USD: 0.26309801 (-2.45%)
₿ CRYPTO XRP-USD: 1.4017 (-2.40%)
₿ CRYPTO AVAX-USD: 8.7671 (-3.10%)
₿ CRYPTO DOGE-USD: 0.09253609 (-3.63%)
₿ CRYPTO BTC-USD: 68326.0069 (-2.56%)
₿ CRYPTO ETH-USD: 2008.578 (-4.52%)
₿ CRYPTO SOL-USD: 83.8122 (-3.33%)
₿ CRYPTO BNB-USD: 616.8512 (-3.00%)
₿ CRYPTO ADA-USD: 0.26308651 (-2.46%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO LTC-USD: 53.2564 (-2.10%)
₿ CRYPTO BTC-USD: 68327.4659 (-2.56%)
₿ CRYPTO DOGE-USD: 0.0925318 (-3.63%)
₿ CRYPTO SOL-USD: 83.8074 (-3.34%)
₿ CRYPTO BNB-USD: 616.8556 (-3.00%)
₿ CRYPTO ADA-USD: 0.26309325 (-2.45%)
₿ CRYPTO XRP-USD: 1.4017 (-2.40%)
₿ CRYPTO LTC-USD: 53.2594 (-2.09%)
₿ CRYPTO ETH-USD: 2008.4678 (-4.52%)
₿ CRYPTO DOGE-USD: 0.09252715 (-3.64%)
₿ CRYPTO AVAX-USD: 8.767 (-3.11%)
₿ CRYPTO SOL-USD: 83.7953 (-3.35%)
₿ CRYPTO BTC-USD: 68326.4455 (-2.56%)
₿ CRYPTO BNB-USD: 616.8328 (-3.01%)
₿ CRYPTO ADA-USD: 0.26308413 (-2.46%)
₿ CRYPTO XRP-USD: 1.4017 (-2.40%)
₿ CRYPTO LTC-USD: 53.2585 (-2.09%)
₿ CRYPTO AVAX-USD: 8.7669 (-3.11%)
₿ CRYPTO ETH-USD: 2008.4001 (-4.52%)
₿ CRYPTO DOGE-USD: 0.09252482 (-3.64%)
₿ CRYPTO SOL-USD: 83.7989 (-3.35%)
₿ CRYPTO BTC-USD: 68328.9476 (-2.56%)
₿ CRYPTO BNB-USD: 616.8481 (-3.00%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO AVAX-USD: 8.7674 (-3.10%)
₿ CRYPTO ETH-USD: 2008.4138 (-4.52%)
₿ CRYPTO LTC-USD: 53.3117 (-2.00%)
₿ CRYPTO BTC-USD: 68332.3861 (-2.55%)
₿ CRYPTO DOGE-USD: 0.09252616 (-3.64%)
₿ CRYPTO SOL-USD: 83.8032 (-3.34%)
₿ CRYPTO ADA-USD: 0.26334721 (-2.36%)
₿ CRYPTO BNB-USD: 616.8607 (-3.00%)
₿ CRYPTO XRP-USD: 1.4017 (-2.40%)
₿ CRYPTO DOGE-USD: 0.09252558 (-3.64%)
₿ CRYPTO ETH-USD: 2008.4207 (-4.52%)
₿ CRYPTO AVAX-USD: 8.7671 (-3.10%)
₿ CRYPTO SOL-USD: 83.8083 (-3.34%)
₿ CRYPTO ADA-USD: 0.26321528 (-2.41%)
₿ CRYPTO BTC-USD: 68335.2679 (-2.55%)
₿ CRYPTO LTC-USD: 53.2809 (-2.05%)
💱 FOREX USDZAR: 15.9445 (+0.32%)
🥇 COMMODITY XAUUSD: 5036.79 (+0.09%)
💱 FOREX EURUSD: 1.1913 (+0.07%)
💱 FOREX GBPZAR: 21.8077 (+0.21%)
₿ CRYPTO ETH-USD: 2008.4403 (-4.52%)
₿ CRYPTO AVAX-USD: 8.7669 (-3.11%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO DOGE-USD: 0.09252654 (-3.64%)
₿ CRYPTO BTC-USD: 68337.8172 (-2.54%)
₿ CRYPTO LTC-USD: 53.2692 (-2.07%)
₿ CRYPTO SOL-USD: 83.8041 (-3.34%)
₿ CRYPTO BNB-USD: 616.8653 (-3.00%)
₿ CRYPTO DOGE-USD: 0.09252494 (-3.64%)
₿ CRYPTO AVAX-USD: 8.7671 (-3.10%)
₿ CRYPTO XRP-USD: 1.4017 (-2.40%)
₿ CRYPTO SOL-USD: 83.8081 (-3.34%)
₿ CRYPTO ETH-USD: 2008.4686 (-4.52%)
₿ CRYPTO BNB-USD: 616.8403 (-3.01%)
₿ CRYPTO BTC-USD: 68339.7577 (-2.54%)
₿ CRYPTO LTC-USD: 53.2633 (-2.08%)
₿ CRYPTO ADA-USD: 0.26314702 (-2.43%)
₿ CRYPTO AVAX-USD: 8.7672 (-3.10%)
₿ CRYPTO ETH-USD: 2008.3643 (-4.53%)
₿ CRYPTO XRP-USD: 1.4018 (-2.39%)
₿ CRYPTO ADA-USD: 0.26311101 (-2.45%)
₿ CRYPTO BNB-USD: 616.8501 (-3.00%)
₿ CRYPTO DOGE-USD: 0.09252622 (-3.64%)
₿ CRYPTO SOL-USD: 83.8078 (-3.34%)
₿ CRYPTO AVAX-USD: 8.7667 (-3.11%)
₿ CRYPTO ETH-USD: 2008.3484 (-4.53%)
₿ CRYPTO BTC-USD: 68338.6039 (-2.54%)
💱 FOREX EURZAR: 18.9926 (+0.50%)
